Date,"Weight, kg",BMI,Body Fat Percentage,Muscle Percentage,RMI,Visceral Fat Percentage,Calories In
17/12/2020,49.40,16.7,6.5,45.6,1359,1,1500
18/12/2020,49.40,16.7,6.5,45.6,1359,1,1500
19/12/2020,49.40,16.7,6.5,45.6,1359,1,1500
20/12/2020,51.30,17.2,5.5,47.3,1383,1,1500
21/12/2020,51.40,17.2,5.2,47.7,1388,1,600
22/12/2020,51.10,17.1,6.1,46.3,1368,1,1500
23/12/2020,51.10,17.1,6.1,46.3,1368,1,1475
24/12/2020,51.10,17.1,6.1,46.3,1368,1,1700
25/12/2020,51.10,17.1,6.1,46.3,1368,1,2000
26/12/2020,51.70,17.3,6.8,46.1,1380,1,2300
27/12/2020,50.80,17,5.7,46.5,1364,1,2000
28/12/2020,50.80,17,5.7,46.4,1363,1,2600
29/12/2020,51.40,17.2,6.1,46.7,1379,1,2000
30/12/2020,51.00,17.1,5.9,46.5,1369,1,2900
31/12/2020,51.30,17.2,6.1,46.6,1375,1,2250
01/01/2021,51.70,17.3,6.2,46.9,1387,1,1500
02/01/2021,51.40,17.2,5.3,47.6,1387,1,1904
03/01/2021,51.40,17.3,5.5,47.5,1389,1,1911
04/01/2021,51.40,17.2,5.5,47.7,1386,1,2124
05/01/2021,51.50,17.3,5.9,47,1385,1,2200
06/01/2021,51.70,17.3,6.8,46.1,1379,1,1508
07/01/2021,52.60,17.6,6.8,46.9,1406,1,1534
08/01/2021,51.60,17.3,6.6,46.3,1379,1,1562
09/01/2021,51.90,17.4,6.5,46.7,1390,1,1800
10/01/2021,52.50,17.6,6.4,47.2,1407,1,1400
11/01/2021,52.50,17.6,6.4,47.2,1407,1,1400
12/01/2021,52.50,17.6,6.4,47.2,1407,1,1400
13/01/2021,52.50,17.6,6.4,47.2,1407,1,1400
14/01/2021,52.50,17.6,6.4,47.2,1407,1,1400
15/01/2021,52.50,17.6,6.4,47.2,1407,1,1400
16/01/2021,52.50,17.6,6.4,47.2,1407,1,1400
17/01/2021,52.50,17.6,6.4,47.2,1407,1,1400
18/01/2021,52.50,17.6,6.4,47.2,1407,1,1400
19/01/2021,52.50,17.6,6.4,47.2,1407,1,1400
20/01/2021,52.50,17.6,6.4,47.2,1407,1,1400
21/01/2021,52.50,17.6,6.4,47.2,1407,1,1400
22/01/2021,52.50,17.6,6.4,47.2,1407,1,3090
23/01/2021,50.40,16.9,5.4,46.4,1354,1,3354
24/01/2021,51.20,17.3,5.6,47.4,1385,1,3120
25/01/2021,52.00,17.6,6.2,47.4,1401,1,2845
26/01/2021,52.00,17.6,6.2,47.4,1401,1,3556
27/01/2021,51.40,17.4,5.7,47.5,1390,1,3443
28/01/2021,52.10,17.6,6.3,47.3,1402,1,3375
29/01/2021,52.30,17.7,6.8,47,1404,1,2873
30/01/2021,52.80,17.8,8.3,45.7,1402,1,1961
31/01/2021,52.20,17.6,7.3,46.4,1395,1,1822
01/02/2021,51.80,17.5,6.8,46.6,1390,1,2418
02/02/2021,52.50,17.7,7.4,46.4,1402,1,2731
03/02/2021,52.50,17.7,6.5,47.4,1411,1,2830
04/02/2021,52.30,17.7,7.2,46.5,1399,1,1722
05/02/2021,52.60,17.8,7.3,46.7,1407,1,2025
06/02/2021,52.30,17.7,7.7,46,1394,1,2139
07/02/2021,52.60,17.8,7.9,46,1401,1,2073
08/02/2021,53.10,17.9,8.1,46.1,1412,1,2120
09/02/2021,53.30,18,7.8,46.6,1420,1,785
10/02/2021,52.80,17.8,8.4,45.6,1400,1,2262
11/02/2021,53.10,17.9,8.4,45.8,1409,1,1498
12/02/2021,53.20,18,8.9,45.4,1407,1,1576
13/02/2021,53.00,17.9,8.6,45.5,1404,1,2303
14/02/2021,53.30,18,8.6,45.8,1412,1,2289
15/02/2021,53.60,18.1,8.7,45.8,1419,1,2333
16/02/2021,53.30,18,8.3,46.1,1412,1,2552
17/02/2021,53.40,18.1,8.8,45.7,1414,1,2664
18/02/2021,54.00,18.3,8,46.8,1435,1,2372
19/02/2021,54.50,18.4,9.8,45.4,1433,1,2391
20/02/2021,54.10,18.3,9.2,45.7,1428,1,2274
21/02/2021,54.00,18.3,9.1,45.7,1426,1,2383
22/02/2021,54.60,18.5,9,46.2,1442,1,1720
23/02/2021,53.40,18.1,9.3,45,1407,1,1795
24/02/2021,54.20,18.3,9.2,45.8,1430,1,2049
25/02/2021,54.80,18.5,10.4,44.9,1435,1,2318
26/02/2021,55.10,18.6,8.9,46.5,1454,1,2009
27/02/2021,54.80,18.5,10.5,44.8,1433,1,2670
28/02/2021,54.40,18.4,10.1,45,1427,1,2589
01/03/2021,54.70,18.5,9.5,45.7,1440,1,280
02/03/2021,54.70,18.5,9.5,45.7,1440,1,2059
03/03/2021,53.70,18.2,8.9,45.8,1421,1,1995
04/03/2021,54.00,18.3,10.2,44.5,1414,1,1600
05/03/2021,53.80,18.2,9.5,45.1,1416,1,1948
06/03/2021,54.20,18.3,9.9,45.1,1424,1,2800
07/03/2021,54.60,18.5,10.7,44.4,1425,1,2334
08/03/2021,55.10,18.6,10.5,44.9,1441,1,2545
09/03/2021,54.90,18.6,10.7,44.6,1434,1,2491
10/03/2021,55.30,18.7,10.7,45,1445,1,2445
11/03/2021,55.20,18.7,11,44.5,1439,1,2593
12/03/2021,55.20,18.7,10.7,44.9,1442,1,2644
13/03/2021,55.70,18.8,11.2,44.7,1450,1,2811
14/03/2021,56.20,19,11.3,44.8,1461,2,2151
15/03/2021,56.80,19.2,13.2,43.3,1458,2,2064
16/03/2021,56.70,19.2,11.7,44.7,1469,2,2093
17/03/2021,56.30,19,11.6,44.5,1461,1,2422
18/03/2021,56.70,19.2,12.3,44.1,1464,2,2171
19/03/2021,56.30,19,11.9,44.2,1457,2,2284
20/03/2021,56.50,19.1,12.4,43.9,1458,2,2023
21/03/2021,55.90,18.9,12,43.9,1447,2,1416
22/03/2021,56.50,19.1,11.8,44.4,1463,2,2143
23/03/2021,56.00,18.9,11.4,44.6,1456,2,1743
24/03/2021,56.20,19,12,44.1,1454,2,2344
25/03/2021,56.60,19.1,11.9,44.5,1466,2,2304
26/03/2021,57.10,19.3,12.6,44,1471,2,1690
27/03/2021,56.20,19,12.3,43.8,1451,2,1953
28/03/2021,56.80,19.2,12.4,44,1462,2,2193
29/03/2021,56.20,19,12.4,43.7,1450,2,1740
30/03/2021,56.30,19,11.8,44.4,1459,2,1207
31/03/2021,56.00,18.9,11.8,44.2,1452,1,2673
01/04/2021,56.00,18.9,11.8,44.2,1452,1,2302
02/04/2021,56.90,19.2,13.2,43.2,1460,2,2031
03/04/2021,55.90,18.9,11,44.9,1456,1,1865
04/04/2021,56.60,19.1,11,44.5,1466,2,1963
05/04/2021,56.50,19.1,12,44.2,1461,2,2234
06/04/2021,56.20,19,12.2,43.9,1453,2,1897
07/04/2021,57.10,19.3,12.4,44.2,1473,2,1593
08/04/2021,57.30,19.4,12.3,44.3,1478,2,1870
09/04/2021,56.70,19.2,12.2,44.2,1465,2,1659
10/04/2021,56.30,19,12.1,44.1,1456,2,1582
11/04/2021,55.90,18.9,12.1,43.8,1446,2,1677
12/04/2021,55.90,18.9,11.3,44.7,1454,2,1489
13/04/2021,56.00,18.9,11.4,44.6,1455,2,2055
14/04/2021,56.40,19.1,11.7,44.5,1462,2,1740
15/04/2021,56.50,19.1,12.1,44.2,1461,2,2041
16/04/2021,56.30,19,11.9,44.2,1457,2,2190
17/04/2021,56.90,19.2,12.6,43.9,1466,2,2015
18/04/2021,56.20,19,12.8,43.2,1446,2,760
19/04/2021,55.40,18.7,11.9,43.7,1434,1,2574
20/04/2021,55.50,18.8,11.8,43.8,1438,1,1651
21/04/2021,56.10,19,12.2,43.9,1450,2,1546
22/04/2021,56.20,19,12,44.1,1455,2,1457
23/04/2021,56.50,19.1,12.3,44,1459,2,1714
24/04/2021,57.00,19.3,12.9,43.6,1465,2,1714
25/04/2021,56.30,19,12.4,43.8,1453,2,1660
26/04/2021,56.70,19.2,12.9,43.5,1458,2,2208
27/04/2021,56.70,19.2,13,43.3,1457,2,1554
28/04/2021,56.60,19.1,13,43.3,1455,2,1484
29/04/2021,56.10,19,12.3,43.7,1449,2,900
30/04/2021,56.40,19.1,12.9,43.2,1450,2,1157
01/05/2021,55.60,18.8,12,43.7,1438,1,857
02/05/2021,56.40,19.1,12.5,43.7,1454,2,1754
03/05/2021,55.80,18.9,11.8,44.1,1446,2,1733
04/05/2021,55.50,18.8,12.1,43.5,1434,1,1752
05/05/2021,55.70,18.8,12.5,43.2,1435,2,1714
06/05/2021,55.80,18.9,12.2,43.6,1442,2,1408
07/05/2021,55.70,18.8,12.2,43.5,1439,2,1253
08/05/2021,55.80,18.9,12,43.8,1444,2,1714
09/05/2021,55.00,18.6,11.1,44.3,1436,1,2054
10/05/2021,55.70,18.8,12.1,43.6,1440,1,1714
11/05/2021,55.60,18.8,12.4,43.2,1433,2,1197
12/05/2021,55.30,18.7,12.1,43.3,1428,1,1787
13/05/2021,55.30,18.7,12.1,43.3,1428,1,1908
14/05/2021,55.10,18.6,11.6,43.8,1429,1,2211
15/05/2021,55.30,18.7,12.1,43.4,1428,1,1811
16/05/2021,55.30,18.7,12.1,43.3,1428,1,1811
17/05/2021,55.10,18.6,12.1,43.2,1422,1,2517
18/05/2021,55.60,18.8,12.8,42.7,1427,2,2504
19/05/2021,55.50,18.8,12,43.6,1435,1,2116
20/05/2021,55.60,18.8,12.4,43.2,1433,2,1982
21/05/2021,56.20,19,12.6,43.5,1448,2,1811
22/05/2021,55.50,18.8,12.2,43.3,1432,2,2154
23/05/2021,55.80,18.9,12.9,42.8,1433,2,1157
24/05/2021,55.30,18.7,11.6,44,1435,1,1836
25/05/2021,55.10,18.6,11.7,43.7,1428,1,2086
26/05/2021,55.20,18.7,12,43.4,1426,1,1747
27/05/2021,55.40,18.7,11.4,44.3,1440,1,2035
28/05/2021,55.60,18.8,12.5,43.1,1432,2,1694
29/05/2021,54.90,18.6,11.7,43.5,1421,1,2134
30/05/2021,55.70,18.8,12.5,43.2,1435,2,2526
31/05/2021,55.70,18.8,11.7,44.2,1445,1,1766
01/06/2021,56.00,18.9,12.3,43.6,1446,2,1646
02/06/2021,56.00,18.9,12.3,43.6,1446,2,2492
03/06/2021,56.50,19.1,11.6,44.7,1466,2,2646
04/06/2021,56.30,19,13.1,42.9,1444,2,2543
05/06/2021,56.20,19,13.2,42.8,1440,2,1699
06/06/2021,56.10,19,13.3,42.5,1436,2,2502
07/06/2021,55.60,18.8,13.2,42.1,1420,2,2064
08/06/2021,54.80,18.5,12,42.9,1413,1,2482
09/06/2021,55.30,18.7,12.4,43,1424,2,2655
10/06/2021,55.40,18.7,12.1,43.4,1430,2,2571
11/06/2021,56.80,19.2,13.2,43.3,1458,2,2835
12/06/2021,56.50,19.1,13,43.2,1451,2,2831
13/06/2021,57.20,19.3,13.8,42.8,1461,2,2431
14/06/2021,57.20,19.3,13.2,43.4,1468,2,2464
15/06/2021,57.00,19.3,13.2,43.4,1463,2,2142
16/06/2021,56.50,19.1,13,43.2,1451,2,2202
17/06/2021,56.50,19.1,13,43.2,1451,2,2375
18/06/2021,56.90,19.2,13.4,43,1458,2,2632
19/06/2021,57.20,19.3,13.8,42.8,1461,2,2305
20/06/2021,57.00,19.3,13.6,42.9,1458,2,2575
21/06/2021,57.60,19.5,13.8,43,1471,2,2664
22/06/2021,57.80,19.5,14.2,42.8,1473,2,2370
23/06/2021,58.10,19.6,14.1,43,1481,2,2106
24/06/2021,58.50,19.8,14.7,42.6,1485,2,2228
25/06/2021,57.50,19.4,13.6,43.2,1471,2,2083
26/06/2021,56.90,19.2,13.1,43.4,1461,2,2040
27/06/2021,57.10,19.3,13.6,43,1461,2,2688
28/06/2021,57.20,19.3,14,42.6,1459,2,2065
29/06/2021,57.90,19.6,14.7,42.3,1469,2,2137
30/06/2021,57.40,19.4,13.9,42.9,1466,2,2202
01/07/2021,57.80,19.5,14.2,42.8,1473,2,2166
02/07/2021,57.20,19.3,13.7,42.9,1462,2,2181
03/07/2021,57.50,19.4,13.8,43.1,1470,2,2221
04/07/2021,57.60,19.5,13.8,43.1,1472,2,2321
05/07/2021,58.10,19.6,14.5,42.6,1477,2,2481
06/07/2021,57.70,19.5,13.5,43.5,1478,2,2115
07/07/2021,57.20,19.3,13.5,43.1,1465,2,2287
08/07/2021,58.60,19.8,14.8,42.6,1486,2,2220
09/07/2021,57.80,19.5,13.9,43.1,1476,2,2314
10/07/2021,58.10,19.6,14.2,42.9,1480,2,2365
11/07/2021,57.80,19.5,14.1,42.8,1473,2,2340
12/07/2021,57.60,19.5,14.3,42.6,1467,2,2345
13/07/2021,58.30,19.7,14.7,42.5,1480,2,2808
14/07/2021,59.20,20,13.1,44.4,1513,2,2225
15/07/2021,58.60,19.8,12.8,44.4,1503,2,2166
16/07/2021,57.60,19.5,13.3,43.6,1477,2,1898
17/07/2021,57.10,19.3,14.2,42.3,1454,2,2288
18/07/2021,58.10,19.6,15.4,41.6,1466,2,2517
19/07/2021,57.20,19.3,13.9,42.7,1460,2,2259
20/07/2021,58.00,19.6,14.9,42.1,1470,2,2267
21/07/2021,57.80,19.5,14.7,42.2,1467,2,2520
22/07/2021,57.80,19.5,14.8,42.1,1465,2,2274
23/07/2021,57.80,19.5,14,42.9,1474,2,2150
24/07/2021,58.40,19.7,14.9,42.4,1480,2,2251
25/07/2021,58.70,19.8,15.1,42.3,1486,3,2253
26/07/2021,58.80,19.9,15.5,42,1484,3,2388
27/07/2021,58.50,19.8,15.2,42.2,1480,2,2441
28/07/2021,59.30,20,15.5,42.2,1497,3,2263
29/07/2021,59.70,20.2,15.8,42.1,1503,3,2890
30/07/2021,60.80,20.6,15.6,42.8,1529,3,1999
31/07/2021,59.40,20.1,15.1,42.7,1503,3,2054
01/08/2021,59.40,20.1,15.4,42.4,1500,3,2145
02/08/2021,58.40,19.7,14.7,42.6,1483,2,2675
03/08/2021,58.70,19.8,15.1,42.3,1486,3,2319
04/08/2021,58.60,19.8,15,42.4,1485,2,2320
05/08/2021,58.80,19.9,15,42.5,1490,2,2556
06/08/2021,58.60,19.8,14.8,42.6,1486,2,2685
07/08/2021,59.00,19.9,15.1,42.5,1493,3,2355
08/08/2021,59.10,20,14.7,42.9,1499,2,2182
09/08/2021,59.10,20,14.8,42.9,1499,2,2337
10/08/2021,59.30,20,15.4,42.3,1498,3,2716
11/08/2021,58.70,19.8,15.2,42.3,1485,2,2204
12/08/2021,58.90,19.9,15.7,41.9,1485,3,2306
13/08/2021,59.20,20,15.8,41.9,1491,3,2576
14/08/2021,59.20,20,15.9,41.7,1489,3,2729
15/08/2021,59.40,20.1,16.1,41.7,1493,3,2147
16/08/2021,59.70,20.2,16,41.9,1501,3,2356
17/08/2021,58.80,19.9,16,41.4,1478,3,2096
18/08/2021,58.90,19.9,16.2,41.2,1477,3,1963
19/08/2021,58.90,19.9,16.2,41.3,1479,3,2251
20/08/2021,59.20,20,16.1,41.6,1488,3,2300
21/08/2021,59.00,19.9,15.7,41.8,1486,3,2301
22/08/2021,58.90,19.9,15.8,41.7,1483,3,2312
23/08/2021,59.30,20,15.7,42,1494,3,2300
24/08/2021,58.90,19.9,15.8,41.7,1483,3,3015
25/08/2021,59.80,20.2,14.9,43,1514,3,2157
26/08/2021,60.10,20.3,15.7,42.4,1513,3,1317
27/08/2021,59.80,20.2,16.2,41.8,1502,3,2324
28/08/2021,58.90,19.9,16.3,41.2,1477,3,2200
29/08/2021,58.30,19.7,16.1,40.9,1461,3,2538
30/08/2021,58.00,19.6,15.8,41,1457,3,2502
31/08/2021,58.50,19.8,15.8,41.4,1472,3,2494
01/09/2021,58.40,19.7,15.8,41.4,1469,3,1436
02/09/2021,58.20,19.7,15.3,41.8,1470,2,3507
03/09/2021,58.50,19.8,16,41.2,1469,3,2511
04/09/2021,58.30,19.7,15.2,42,1474,2,2530
05/09/2021,58.60,19.8,15.5,41.8,1478,3,2052
06/09/2021,58.80,19.9,15.7,41.8,1482,3,2507
07/09/2021,59.00,19.9,15.2,42.4,1492,3,2535
08/09/2021,59.40,20.1,15.8,42,1496,3,2513
09/09/2021,59.10,20,15.8,41.9,1489,3,2525
10/09/2021,59.20,20,16,41.7,1489,3,2513
11/09/2021,59.40,20.1,16,41.8,1494,3,2553
12/09/2021,59.40,20.1,15.5,42.3,1499,3,1589
13/09/2021,59.70,20.2,16,41.9,1501,3,2100
14/09/2021,59.70,20.2,16,41.9,1501,3,2858
15/09/2021,59.70,20.2,15.6,42.3,1505,3,2248
16/09/2021,60.00,20.3,15.8,42.2,1510,3,2530
17/09/2021,59.60,20.1,16,41.9,1499,3,2342
18/09/2021,59.40,20.1,16,41.8,1494,3,2449
19/09/2021,59.40,20.1,16.4,41.4,1490,3,2453
20/09/2021,60.00,20.3,16.8,41.3,1501,3,2621
21/09/2021,60.00,20.3,16.8,41.3,1501,3,2464
22/09/2021,59.40,20.1,16,41.8,1494,3,2754
23/09/2021,59.40,20.1,16,41.8,1494,3,2580
24/09/2021,59.40,20.1,16,41.8,1494,3,2756
25/09/2021,59.40,20.1,16,41.8,1494,3,2440
26/09/2021,59.40,20.1,16,41.8,1494,3,2100
27/09/2021,59.30,20,15.7,42.1,1495,3,2648
28/09/2021,59.70,20.2,16.8,41.1,1492,3,2386
29/09/2021,59.30,20,16.2,41.5,1489,3,2096
30/09/2021,59.70,20.2,16.9,41,1491,3,2189
01/10/2021,58.90,19.9,16.3,41.1,1476,3,2492
02/10/2021,59.10,20,16.7,40.8,1477,3,2298
03/10/2021,59.10,20,15.8,41.8,1488,3,2473
04/10/2021,59.20,20,16,41.7,1489,3,2458
05/10/2021,59.20,20,16.3,41.4,1486,3,2552
06/10/2021,59.50,20.1,16.3,41.6,1493,3,2386
07/10/2021,59.40,20.1,16.3,41.5,1490,3,2501
08/10/2021,59.10,20,16.1,41.5,1485,3,2540
09/10/2021,59.70,20.2,16.1,41.9,1501,3,2700
10/10/2021,59.30,20,15.8,42,1494,3,2616
11/10/2021,59.40,20.1,15.2,42.6,1502,3,2100
12/10/2021,61.70,20.9,13.6,44.6,1558,3,2968
13/10/2021,60.60,20.5,15.7,42.6,1524,3,2652
14/10/2021,60.10,20.3,17,41.1,1500,3,2353
15/10/2021,59.40,20.1,16.5,41.3,1488,3,2459
16/10/2021,58.70,19.8,16.6,40.6,1466,3,2627
17/10/2021,58.70,19.8,16.7,40.4,1463,3,2617
18/10/2021,58.00,19.6,15.6,41.2,1459,3,2552
19/10/2021,58.70,19.8,15.6,41.8,1480,3,3118
20/10/2021,59.10,20,15.8,41.8,1488,3,2514
21/10/2021,58.90,19.9,15,42.6,1493,3,2433
22/10/2021,58.50,19.8,15.4,41.8,1477,3,2588
23/10/2021,58.60,19.8,15.4,41.9,1480,3,2602
24/10/2021,58.90,19.9,16,41.5,1481,3,2942
25/10/2021,59.30,20,16.7,40.9,1482,3,2878
26/10/2021,59.50,20.1,16.4,41.4,1491,3,2809
27/10/2021,59.70,20.2,16.3,41.6,1498,3,2836
28/10/2021,59.90,20.2,16.9,41.1,1497,3,2851
29/10/2021,60.00,20.3,16.4,41.7,1505,3,2300
30/10/2021,60.00,20.3,15.7,42.4,1511,3,2549
31/10/2021,60.00,20.3,15.7,42.4,1511,3,2530
01/11/2021,60.00,20.3,16.3,41.8,1506,3,2519
02/11/2021,60.00,20.3,16.1,42,1508,3,3101
03/11/2021,60.10,20.3,16.9,41.3,1502,3,1416
04/11/2021,59.70,20.2,16.2,41.7,1499,3,2625
05/11/2021,59.90,20.2,16.7,41.3,1499,3,2553
06/11/2021,59.80,20.2,15.8,42.2,1506,3,2595
07/11/2021,59.60,20.1,16.2,41.7,1497,3,2714
08/11/2021,59.90,20.2,16.3,41.8,1504,3,2861
09/11/2021,59.90,20.2,15.8,42.2,1508,3,2652
10/11/2021,60.20,20.3,16.6,41.6,1507,3,2400
11/11/2021,60.30,20.4,16.7,41.5,1509,3,3511
12/11/2021,60.30,20.4,16.7,41.5,1509,3,2628
13/11/2021,60.30,20.4,16.7,41.5,1509,3,1909
14/11/2021,59.30,20,15.6,42.1,1495,3,3201
15/11/2021,60.50,20.5,17.1,41.2,1509,3,2842
16/11/2021,60.30,20.4,16.6,41.7,1510,3,2688
17/11/2021,60.30,20.4,16.7,41.5,1508,3,2411
18/11/2021,60.30,20.4,17.2,41.1,1503,3,2607
19/11/2021,60.30,20.4,16.5,41.8,1511,3,2100
20/11/2021,60.30,20.4,16.5,41.8,1511,3,1800
21/11/2021,59.90,20.2,16.5,41.5,1501,3,2532
22/11/2021,60.00,20.3,17.1,41,1497,3,2700
23/11/2021,60.70,20.5,16.8,41.6,1517,3,2400
24/11/2021,61.10,20.7,15.6,42.9,1536,3,2054
25/11/2021,60.00,20.3,15.6,42.5,1512,3,3116
26/11/2021,60.50,20.5,17.4,40.9,1506,3,2505
27/11/2021,59.70,20.2,16.3,41.6,1498,3,2495
28/11/2021,59.70,20.2,16.3,41.6,1498,3,3050
29/11/2021,59.90,20.2,17,41,1496,3,3601
30/11/2021,60.20,20.3,16.7,41.5,1507,3,2909
01/12/2021,59.90,20.2,16.7,41.4,1499,3,2927
02/12/2021,60.20,20.3,17.2,41,1501,3,2753
03/12/2021,60.20,20.3,17.2,41,1501,3,2858
04/12/2021,58.60,19.8,15.2,42.2,1482,3,2718
05/12/2021,58.30,19.7,15.5,41.6,1471,3,2753
06/12/2021,59.00,19.9,15.9,41.7,1485,3,2400
07/12/2021,59.00,19.9,15.9,41.7,1485,3,2700
08/12/2021,60.90,20.6,16.7,41.8,1523,3,2666
09/12/2021,60.90,20.6,16.7,41.8,1523,3,2387
10/12/2021,61.50,20.8,17,41.8,1534,3,2225
11/12/2021,60.70,20.5,16.6,41.8,1519,3,2153
12/12/2021,60.70,20.5,16.9,41.5,1516,3,2188
13/12/2021,61.00,20.6,16.6,41.9,1525,3,2465
14/12/2021,61.50,20.8,17.3,41.5,1531,3,2400
15/12/2021,61.70,20.9,16.8,42,1539,3,2165
16/12/2021,59.40,20.1,15.2,42.6,1502,3,2310
17/12/2021,59.30,20,15.6,42.1,1496,3,2499
18/12/2021,59.30,20,15.8,42,1494,3,2455
19/12/2021,60.50,20.5,17.9,40.3,1500,3,2453
20/12/2021,61.60,20.8,18.8,40,1517,4,2170
21/12/2021,60.80,20.6,18.3,40.1,1502,3,2474
22/12/2021,61.20,20.7,18.2,40.4,1514,3,2230
23/12/2021,60.90,20.6,18,40.5,1509,3,2184
24/12/2021,60.60,20.5,17.8,40.5,1503,3,2475
25/12/2021,60.30,20.4,17.6,40.6,1498,3,2417
26/12/2021,60.30,20.4,17.4,40.8,1500,3,1880
27/12/2021,60.30,20.4,17.5,40.6,1499,3,2535
28/12/2021,60.90,20.6,17.4,41.1,1516,3,2400
29/12/2021,60.80,20.6,17.5,41,1502,3,2400
30/12/2021,61.40,20.8,17.8,41.8,1524,4,2100
31/12/2021,60.80,20.6,17.3,41.2,1515,3,2496
01/01/2022,60.90,20.6,17.4,41.1,1516,3,2400
02/01/2022,60.70,20.5,16.5,41.9,1520,3,2461
03/01/2022,61.00,20.6,17.1,41.4,1521,3,3448
04/01/2022,61.50,20.8,17.2,41.5,1531,3,2334
05/01/2022,61.10,20.7,16.6,41.9,1528,3,1969
06/01/2022,60.50,20.5,17.6,40.7,1504,3,2531
07/01/2022,60.40,20.4,17.1,41.1,1506,3,2526
08/01/2022,61.20,20.7,17.6,41.1,1521,3,2218
09/01/2022,60.90,20.6,17.9,40.6,1510,3,2200
10/01/2022,60.90,20.6,17.9,40.6,1510,3,2861
11/01/2022,60.90,20.6,17.9,40.6,1510,3,2275
12/01/2022,62.60,21.2,13.6,44.7,1574,3,2758
13/01/2022,61.70,20.9,17.2,41.6,1536,3,2215
14/01/2022,61.00,20.6,17.3,41.3,1519,3,2322
15/01/2022,60.80,20.6,18,40.4,1506,3,1640
16/01/2022,61.10,20.7,18.5,40.1,1508,4,2787
17/01/2022,61.10,20.7,18.5,40.1,1508,4,2634
18/01/2022,60.40,20.4,17.7,40.5,1500,3,2554
19/01/2022,60.00,20.3,18,39.8,1482,3,4124
20/01/2022,60.70,20.5,18.4,39.9,1498,3,2826
21/01/2022,60.40,20.4,18.3,39.8,1491,3,2931
22/01/2022,61.30,20.7,17.9,40.8,1520,4,3133
23/01/2022,61.80,20.9,19.1,39.8,1519,4,2904
24/01/2022,61.80,20.9,18.6,40.3,1524,4,2865
25/01/2022,61.50,20.8,18.2,40.6,1522,4,2850
26/01/2022,60.90,20.6,19.2,39,1490,4,1800
27/01/2022,61.30,20.7,18.9,39.7,1508,4,2258
28/01/2022,61.30,20.7,18.9,39.7,1508,4,2100
29/01/2022,61.00,20.6,17.9,40.7,1513,3,2700
30/01/2022,61.80,20.9,17.1,41.2,1534,4,2700
31/01/2022,61.80,20.9,18.8,40.1,1522,4,1800
01/02/2022,61.50,20.8,18.6,40.2,1518,4,2378
02/02/2022,61.50,20.8,18.6,40.2,1518,4,2764
03/02/2022,62.20,21,18.6,40.6,1535,4,2307
04/02/2022,61.60,20.8,18.9,39.9,1516,4,2696
05/02/2022,61.40,20.8,19.1,39.4,1507,4,2453
06/02/2022,61.80,20.9,19.3,39.6,1516,4,2400
07/02/2022,61.70,20.9,19.2,39.6,1515,4,1200
08/02/2022,61.60,20.8,19.1,39.7,1514,4,1652
09/02/2022,61.80,20.9,19.1,39.8,1519,4,2294
10/02/2022,61.90,20.9,19.3,39.6,1519,4,1933
11/02/2022,61.60,20.8,19,39.8,1515,4,1951
12/02/2022,61.40,20.8,19.2,39.4,1506,4,1628
13/02/2022,61.10,20.7,18.8,39.7,1503,4,2300
14/02/2022,61.30,20.7,19.1,39.5,1505,4,1977
15/02/2022,61.50,20.8,18.8,39.9,1514,4,1944
16/02/2022,61.40,20.8,18.8,39.9,1512,4,2144
17/02/2022,61.60,20.8,18.9,39.9,1516,4,2321
18/02/2022,61.80,20.9,18.6,40.4,1525,4,2091
19/02/2022,61.90,20.9,19.1,39.8,1521,4,2311
20/02/2022,61.50,20.8,19,39.7,1511,4,2008
21/02/2022,61.50,20.8,19,39.7,1511,4,2400
22/02/2022,62.20,21,18.3,40.8,1537,4,2253
23/02/2022,62.60,21.2,19.2,40.1,15.8,4,1954
24/02/2022,61.90,20.9,18.3,40.7,1531,4,2240
25/02/2022,60.40,20.4,18.3,39.8,1491,3,2640
26/02/2022,60.90,20.6,18.2,40.3,1506,3,2394
27/02/2022,60.10,20.3,18.4,39.2,1477,3,2464
28/02/2022,60.10,20.3,17.9,40,1487,3,2901
01/03/2022,59.90,20.2,17.6,40.2,1486,3,2834
02/03/2022,60.60,20.5,18.2,40,1498,4,2578
03/03/2022,60.60,20.5,18.3,40,1497,3,2275
04/03/2022,60.90,20.6,18.2,40.2,1506,4,2433
05/03/2022,60.60,20.5,18,40.3,1501,4,2579
06/03/2022,60.90,20.6,18.6,40.2,1506,4,2535
07/03/2022,61.70,20.9,18.4,40.5,1524,4,2901
08/03/2022,60.60,20.5,17.9,40.4,1502,3,2576
09/03/2022,61.30,20.7,18.7,39.9,1510,4,2563
10/03/2022,61.80,20.9,18.7,40.3,1524,4,2200
11/03/2022,61.30,20.7,18.3,40.4,1516,4,2608
12/03/2022,61.10,20.7,18.9,39.5,1501,4,2517
13/03/2022,61.50,20.8,18.7,40.1,1516,4,2338
14/03/2022,61.80,20.9,18.3,40.6,1528,4,2673
15/03/2022,62.00,21,18.7,40.3,1528,4,2400
16/03/2022,61.60,20.8,18.7,40.2,1519,4,2263
17/03/2022,61.30,20.7,18.7,39.9,1510,4,2100
18/03/2022,61.60,20.8,19,39.8,1514,4,3618
19/03/2022,61.90,20.9,18.9,40.1,1524,4,2400
20/03/2022,61.80,20.9,19.3,39.6,1516,4,2388
