,Date,Exercise Name,Weight,Reps,Notes,Primary Muscle Used,Epley 1RM,Machine Used,Full Weight
1259,2025-07-28,Seated Leg Curl (Machine),60.0,10.0,,hamstrings,80,1,1
1260,2025-07-28,Seated Leg Curl (Machine),60.0,8.0,,hamstrings,76,1,1
1261,2025-07-29,Hip Abductor (Machine),57.5,11.0,,abductors,79,1,1
1262,2025-07-29,Hip Abductor (Machine),55.0,4.0,,abductors,62,1,1
1263,2025-07-29,Hip Abductor (Machine),57.5,10.0,,abductors,77,1,1
1264,2025-07-29,Hip Abductor (Machine),57.5,9.0,,abductors,75,1,1
1265,2025-07-29,Hip Abductor (Machine),55.0,9.0,,abductors,72,1,1
1266,2025-07-29,Hip Adductor (Machine),60.0,14.0,Changed pads so more stretch,adductors,88,1,1
1267,2025-07-29,Hip Adductor (Machine),60.0,8.0,,adductors,76,1,1
1268,2025-07-29,Hip Adductor (Machine),60.0,7.0,,adductors,74,1,1
1269,2025-07-29,Hip Adductor (Machine),55.0,3.0,,adductors,61,1,1
1270,2025-07-29,Hip Adductor (Machine),55.0,8.0,,adductors,70,1,1
1271,2025-07-29,Seated Leg Press (Machine),40.0,5.0,,glutes,47,1,1
1272,2025-07-29,Seated Leg Press (Machine),100.09,6.0,,glutes,120,1,1
1273,2025-07-29,Seated Leg Press (Machine),79.81,25.0,,glutes,146,1,1
1274,2025-07-29,Seated Leg Press (Machine),79.81,19.0,,glutes,130,1,1
1275,2025-07-29,Seated Leg Press (Machine),80.0,17.0,,glutes,125,1,1
1276,2025-07-31,Bicep Curl (Dumbbell),7.0,12.0,,biceps,10,0,0
1277,2025-07-31,Bicep Curl (Dumbbell),7.0,9.0,,biceps,9,0,0
1278,2025-07-31,Bicep Curl (Dumbbell),6.0,11.0,,biceps,8,0,0
1279,2025-07-31,Bicep Curl (Dumbbell),6.0,9.0,,biceps,8,0,0
1280,2025-07-31,Lat Pulldown (Cable),45.0,10.0,,lats,60,1,1
1281,2025-07-31,Lat Pulldown (Cable),45.0,7.0,,lats,56,1,1
1282,2025-07-31,Lat Pulldown (Cable),37.0,10.0,,lats,49,1,1
1283,2025-07-31,Lat Pulldown (Cable),37.0,10.0,,lats,49,1,1
1284,2025-08-03,Lateral Raise (Cable),5.0,13.0,Right arm,delts,7,1,1
1285,2025-08-03,Lateral Raise (Cable),5.0,15.0,,delts,8,1,1
1286,2025-08-03,Lateral Raise (Cable),10.0,2.0,,delts,11,1,1
1287,2025-08-03,Lateral Raise (Cable),5.0,11.0,,delts,7,1,1
1288,2025-08-03,Lateral Raise (Cable),5.0,10.0,,delts,7,1,1
1289,2025-08-03,Lateral Raise (Cable),5.0,14.0,Left arm,delts,7,1,1
1290,2025-08-03,Lateral Raise (Cable),5.0,15.0,,delts,8,1,1
1291,2025-08-03,Lateral Raise (Cable),10.0,4.0,,delts,11,1,1
1292,2025-08-03,Lateral Raise (Cable),5.0,8.0,,delts,6,1,1
1293,2025-08-03,Lateral Raise (Cable),5.0,11.0,,delts,7,1,1
1294,2025-08-03,Bench Press (Dumbbell),10.0,17.0,,pecs,16,0,0
1295,2025-08-03,Bench Press (Dumbbell),10.0,11.0,,pecs,14,0,0
1296,2025-08-03,Bench Press (Dumbbell),10.0,11.0,,pecs,14,0,0
1297,2025-08-03,Bench Press (Dumbbell),10.0,8.0,,pecs,13,0,0
1298,2025-08-03,Triceps Pushdown (^bar),15.0,20.0,,triceps,25,1,1
1299,2025-08-03,Triceps Pushdown (^bar),20.0,14.0,,triceps,29,1,1
1300,2025-08-03,Triceps Pushdown (^bar),25.0,10.0,,triceps,33,1,1
1301,2025-08-03,Triceps Pushdown (^bar),25.0,12.0,,triceps,35,1,1
1302,2025-08-05,Lat Pulldown (Cable),30.0,8.0,,lats,38,1,1
1303,2025-08-05,Lat Pulldown (Cable),27.75,12.0,,lats,39,1,1
1304,2025-08-05,Lat Pulldown (Cable),27.75,11.0,,lats,38,1,1
1305,2025-08-05,Lat Pulldown (Cable),27.75,9.0,,lats,36,1,1
1306,2025-08-05,Bicep Curl (Dumbbell),7.0,13.0,,biceps,10,0,0
1307,2025-08-05,Bicep Curl (Dumbbell),7.0,7.0,,biceps,9,0,0
1308,2025-08-05,Bicep Curl (Dumbbell),6.0,9.0,,biceps,8,0,0
1309,2025-08-05,Bicep Curl (Dumbbell),6.0,7.0,,biceps,7,0,0
1310,2025-08-05,Hip Adductor (Machine),69.5,9.0,,adductors,90,1,1
1311,2025-08-05,Hip Adductor (Machine),67.0,7.0,,adductors,83,1,1
1312,2025-08-05,Hip Adductor (Machine),60.0,10.0,,adductors,80,1,1
1313,2025-08-05,Hip Adductor (Machine),57.5,8.0,,adductors,73,1,1
1314,2025-08-05,Hip Abductor (Machine),57.5,13.0,,abductors,82,1,1
1315,2025-08-05,Hip Abductor (Machine),57.5,10.0,,abductors,77,1,1
1316,2025-08-05,Hip Abductor (Machine),52.5,11.0,,abductors,72,1,1
1317,2025-08-05,Hip Abductor (Machine),52.5,9.0,,abductors,68,1,1
1318,2025-08-05,Seated Leg Press (Machine),40.0,5.0,,glutes,47,1,1
1319,2025-08-05,Seated Leg Press (Machine),100.0,10.0,,glutes,133,1,1
1320,2025-08-05,Seated Leg Press (Machine),100.0,5.0,,glutes,117,1,1
1321,2025-08-05,Seated Leg Press (Machine),80.0,9.0,,glutes,104,1,1
1322,2025-08-05,Seated Leg Press (Machine),80.0,11.0,,glutes,109,1,1
1323,2025-08-05,Seated Leg Press (Machine),80.0,12.0,,glutes,112,1,1
1324,2025-08-07,Leg Extension (Machine),40.0,9.0,,quads,52,1,1
1325,2025-08-07,Leg Extension (Machine),30.0,10.0,,quads,40,1,1
1326,2025-08-07,Leg Extension (Machine),30.0,9.0,,quads,39,1,1
1327,2025-08-07,Leg Extension (Machine),30.0,10.0,,quads,40,1,1
1328,2025-08-07,Seated Leg Curl (Machine),60.0,10.0,,hamstrings,80,1,1
1329,2025-08-07,Seated Leg Curl (Machine),60.0,8.0,,hamstrings,76,1,1
1330,2025-08-07,Seated Leg Curl (Machine),55.0,9.0,,hamstrings,72,1,1
1331,2025-08-07,Seated Leg Curl (Machine),50.0,8.0,,hamstrings,63,1,1
1332,2025-08-08,Lateral Raise (Dumbbell),5.0,10.0,,delts,7,0,0
1333,2025-08-08,Lateral Raise (Dumbbell),5.0,9.0,,delts,6,0,0
1334,2025-08-08,Lateral Raise (Dumbbell),5.0,8.0,,delts,6,0,0
1335,2025-08-08,Lateral Raise (Dumbbell),4.0,9.0,,delts,5,0,0
1336,2025-08-08,Lateral Raise (Dumbbell),3.0,18.0,,delts,5,0,0
1337,2025-08-08,Bench Press (Dumbbell),10.0,15.0,,pecs,15,0,0
1338,2025-08-08,Bench Press (Dumbbell),10.0,14.0,,pecs,15,0,0
1339,2025-08-08,Bench Press (Dumbbell),10.0,13.0,,pecs,14,0,0
1340,2025-08-08,Bench Press (Dumbbell),10.0,8.0,,pecs,13,0,0
1341,2025-08-08,Bench Press (Dumbbell),8.0,17.0,,pecs,13,0,0
1342,2025-08-08,Triceps Extension (Cable),20.0,8.0,,triceps,25,1,1
1343,2025-08-08,Triceps Extension (Cable),15.0,12.0,,triceps,21,1,1
1344,2025-08-08,Triceps Extension (Cable),15.0,8.0,,triceps,19,1,1
1345,2025-08-08,Triceps Extension (Cable),10.0,11.0,,triceps,14,1,1
1346,2025-08-08,Triceps Extension (Cable),5.0,15.0,,triceps,8,1,1
1347,2025-08-09,Hip Adductor (Machine),67.5,11.0,,adductors,92,1,1
1348,2025-08-09,Hip Adductor (Machine),67.5,7.0,,adductors,83,1,1
1349,2025-08-09,Hip Adductor (Machine),60.0,4.0,,adductors,68,1,1
1350,2025-08-09,Hip Adductor (Machine),60.0,7.0,,adductors,74,1,1
1351,2025-08-09,Hip Adductor (Machine),55.0,4.0,,adductors,62,1,1
1352,2025-08-09,Hip Adductor (Machine),55.0,8.0,,adductors,70,1,1
1353,2025-08-09,Hip Abductor (Machine),60.0,12.0,,abductors,84,1,1
1354,2025-08-09,Hip Abductor (Machine),60.0,8.0,,abductors,76,1,1
1355,2025-08-09,Hip Abductor (Machine),55.0,4.0,,abductors,62,1,1
1356,2025-08-09,Hip Abductor (Machine),55.0,11.0,,abductors,75,1,1
1357,2025-08-09,Hip Abductor (Machine),55.0,10.0,,abductors,73,1,1
1358,2025-08-09,Hack Squat,0.0,8.0,,Hack Squat,0,1,1
1359,2025-08-09,Hack Squat,0.0,5.0,,Hack Squat,0,1,1
1360,2025-08-09,Seated Leg Press (Machine),40.0,5.0,,glutes,47,1,1
1361,2025-08-09,Seated Leg Press (Machine),100.0,7.0,,glutes,123,1,1
1362,2025-08-09,Seated Leg Press (Machine),100.0,11.0,,glutes,137,1,1
1363,2025-08-09,Seated Leg Press (Machine),100.0,6.0,,glutes,120,1,1
1364,2025-08-09,Seated Leg Press (Machine),80.0,5.0,,glutes,93,1,1
1365,2025-08-09,Seated Leg Press (Machine),80.0,8.0,,glutes,101,1,1
1366,2025-08-10,Lat Pulldown (Cable),30.0,12.0,,lats,42,1,1
1367,2025-08-10,Lat Pulldown (Cable),30.0,9.0,,lats,39,1,1
1368,2025-08-10,Lat Pulldown (Cable),27.75,11.0,,lats,38,1,1
1369,2025-08-10,Lat Pulldown (Cable),27.75,9.0,,lats,36,1,1
1370,2025-08-10,Bicep Curl (Dumbbell),8.0,8.0,,biceps,10,0,0
1371,2025-08-10,Bicep Curl (Dumbbell),7.0,3.0,,biceps,8,0,0
1372,2025-08-10,Bicep Curl (Dumbbell),7.0,9.0,,biceps,9,0,0
1373,2025-08-10,Bicep Curl (Dumbbell),7.0,8.0,,biceps,9,0,0
1374,2025-08-10,Bicep Curl (Dumbbell),7.0,8.0,,biceps,9,0,0
1375,2025-08-10,Leg Extension (Machine),40.0,10.0,,quads,53,1,1
1376,2025-08-10,Leg Extension (Machine),40.0,8.0,,quads,51,1,1
1377,2025-08-10,Leg Extension (Machine),30.0,9.0,,quads,39,1,1
1378,2025-08-10,Leg Extension (Machine),30.0,9.0,,quads,39,1,1
1379,2025-08-10,Leg Extension (Machine),20.0,14.0,,quads,29,1,1
1380,2025-08-10,Seated Calf Raise (Plate Loaded),10.0,30.0,,calf,20,1,1
1381,2025-08-10,Seated Calf Raise (Plate Loaded),20.0,30.0,,calf,40,1,1
1382,2025-08-10,Seated Calf Raise (Plate Loaded),30.0,17.0,,calf,47,1,1
1383,2025-08-10,Seated Calf Raise (Plate Loaded),25.0,30.0,,calf,50,1,1
1384,2025-08-10,Seated Calf Raise (Plate Loaded),30.0,14.0,,calf,44,1,1
1385,2025-08-10,Seated Leg Curl (Machine),60.0,11.0,,hamstrings,82,1,1
1386,2025-08-10,Seated Leg Curl (Machine),60.0,10.0,,hamstrings,80,1,1
1387,2025-08-10,Seated Leg Curl (Machine),60.0,9.0,,hamstrings,78,1,1
1388,2025-08-10,Seated Leg Curl (Machine),55.0,9.0,,hamstrings,72,1,1
1389,2025-08-10,Seated Leg Curl (Machine),40.0,19.0,,hamstrings,65,1,1
1390,2025-08-11,Lateral Raise (Dumbbell),5.0,8.0,,delts,6,0,0
1391,2025-08-11,Lateral Raise (Dumbbell),5.0,8.0,,delts,6,0,0
1392,2025-08-11,Lateral Raise (Dumbbell),4.0,10.0,,delts,5,0,0
1393,2025-08-11,Lateral Raise (Dumbbell),4.0,9.0,,delts,5,0,0
1394,2025-08-11,Lateral Raise (Dumbbell),3.0,16.0,,delts,5,0,0
1395,2025-08-11,Bench Press (Dumbbell),11.0,16.0,,pecs,17,0,0
1396,2025-08-11,Bench Press (Dumbbell),11.0,14.0,,pecs,16,0,0
1397,2025-08-11,Bench Press (Dumbbell),11.0,9.0,,pecs,14,0,0
1398,2025-08-11,Bench Press (Dumbbell),11.0,8.0,,pecs,14,0,0
1399,2025-08-11,Bench Press (Dumbbell),10.0,13.0,,pecs,14,0,0
1400,2025-08-11,Triceps Extension (Cable),20.0,8.0,,triceps,25,1,1
1401,2025-08-11,Triceps Extension (Cable),15.0,12.0,,triceps,21,1,1
1402,2025-08-11,Triceps Extension (Cable),15.0,11.0,,triceps,20,1,1
1403,2025-08-11,Triceps Extension (Cable),15.0,9.0,,triceps,20,1,1
1404,2025-08-11,Triceps Extension (Cable),10.0,16.0,,triceps,15,1,1
1405,2025-08-14,Cable Crunch,20.0,20.0,Physio- aim for 20,abs,33,1,1
1406,2025-08-14,Cable Crunch,30.0,20.0,,abs,50,1,1
1407,2025-08-14,Cable Crunch,40.0,20.0,,abs,67,1,1
1408,2025-08-14,Cable Crunch,50.0,20.0,,abs,83,1,1
1409,2025-08-14,Hip Abductor (Machine),62.5,10.0,,abductors,83,1,1
1410,2025-08-14,Hip Abductor (Machine),60.0,10.0,,abductors,80,1,1
1411,2025-08-14,Hip Abductor (Machine),60.0,9.0,,abductors,78,1,1
1412,2025-08-14,Hip Abductor (Machine),55.0,14.0,,abductors,81,1,1
1413,2025-08-14,Hip Abductor (Machine),52.5,13.0,,abductors,75,1,1
1414,2025-08-14,Hip Adductor (Machine),67.5,10.0,,adductors,90,1,1
1415,2025-08-14,Hip Adductor (Machine),62.5,9.0,,adductors,81,1,1
1416,2025-08-14,Hip Adductor (Machine),60.0,7.0,,adductors,74,1,1
1417,2025-08-14,Hip Adductor (Machine),55.0,10.0,,adductors,73,1,1
1418,2025-08-14,Hip Adductor (Machine),50.0,11.0,,adductors,68,1,1
1419,2025-08-14,Seated Leg Press (Machine),40.0,5.0,,glutes/quads,47,1,1
1420,2025-08-14,Seated Leg Press (Machine),100.0,14.0,,glutes/quads,147,1,1
1421,2025-08-14,Seated Leg Press (Machine),100.0,10.0,,glutes/quads,133,1,1
1422,2025-08-14,Seated Leg Press (Machine),100.0,9.0,,glutes/quads,130,1,1
1423,2025-08-14,Seated Leg Press (Machine),100.0,8.0,,glutes/quads,127,1,1
1424,2025-08-14,Seated Leg Press (Machine),80.0,16.0,,glutes/quads,123,1,1
1425,2025-08-15,Lat Pulldown (Cable),32.5,10.0,,lats,43,1,1
1426,2025-08-15,Lat Pulldown (Cable),32.5,8.0,,lats,41,1,1
1427,2025-08-15,Lat Pulldown (Cable),30.0,9.0,,lats,39,1,1
1428,2025-08-15,Lat Pulldown (Cable),30.0,8.0,,lats,38,1,1
1429,2025-08-15,Bicep Curl (Dumbbell),8.0,10.0,,biceps,11,0,0
1430,2025-08-15,Bicep Curl (Dumbbell),8.0,6.0,,biceps,10,0,0
1431,2025-08-15,Bicep Curl (Dumbbell),7.0,8.0,,biceps,9,0,0
1432,2025-08-15,Bicep Curl (Dumbbell),7.0,6.0,,biceps,8,0,0
